taxid	organism_name	accession	complete_pct	scaffold_n50_kb	n_hashes	est_distinct_kmers
48095	Alternaria dauci	GCA_042100115.1	97.1	3442	73427	14685400
48095	Alternaria dauci	GCF_042100115.1	97.1	3442	73427	14685400
48097	Alternaria panax	GCA_019702505.1	99.0	4172	79585	15917000
48100	Alternaria solani	GCA_002952155.1		2867	0	0
48484	Fusarium annulatum	GCA_022627115.1	94.7	1803	94998	18999600
48485	Fusarium anthophilum	GCA_013364935.1	98.0	125	108426	21685200
48490	Fusarium circinatum	GCA_013396185.1	98.7	96	101817	20363400
48495	Fusarium pseudoanthophilum	GCA_013395995.1	97.8	62	104102	20820400
48507	Fusarium denticulatum	GCA_013396175.1	97.6	109	103559	20711800
49012	Sporisorium scitamineum	GCA_900002365.1	99.0	759	59506	11901200
5016	Bipolaris maydis	GCA_000354255.1	99.1	964	81173	16234600
5016	Bipolaris maydis	GCF_000354255.1	99.1	964	81142	16228400
5016	Bipolaris maydis	GCA_000338975.1	98.8	1842	81004	16200800
5016	Bipolaris maydis	GCA_028858655.1	96.9	2273	82845	16569000
5016	Bipolaris maydis	GCA_028858645.1	96.8	2056	83188	16637600
5016	Bipolaris maydis	GCF_028858645.1	96.8	2056	83189	16637800
5016	Bipolaris maydis	GCA_028564845.1	96.8	1924	81934	16386800
5017	Bipolaris zeicola	GCA_000523435.1	98.4	110	80611	16122200
5017	Bipolaris zeicola	GCF_000523435.1	98.4	110	80603	16120600
5022	Plenodomus lingam	GCA_022343315.1	98.1	1978	75707	15141400
5022	Plenodomus lingam	GCF_022343315.1	98.1	1978	75714	15142800
5022	Plenodomus lingam	GCA_000230375.1	94.9	1770	77172	15434400
5022	Plenodomus lingam	GCF_000230375.1	94.3	1770	76186	15237200
5059	Aspergillus flavus	GCA_003709025.1	99.6	1333	91875	18375000
5059	Aspergillus flavus	GCA_002456175.2	99.5	810	91845	18369000
5059	Aspergillus flavus	GCA_002443195.2	99.4	855	90194	18038800
5059	Aspergillus flavus	GCA_002443215.2	99.4	258	92843	18568600
5059	Aspergillus flavus	GCA_027574695.1	99.4	156	91926	18385200
5059	Aspergillus flavus	GCA_014784225.2	99.2	6268	89915	17983000
5059	Aspergillus flavus	GCA_009017415.1	99.1	4810	92942	18588400
5059	Aspergillus flavus	GCF_009017415.1	99.1	4810	92934	18586800
5059	Aspergillus flavus	GCA_014117485.1	98.7	4651	90207	18041400
5059	Aspergillus flavus	GCA_014117465.1	98.2	4659	89780	17956000
5059	Aspergillus flavus	GCF_014117465.1	98.2	4659	89780	17956000
5059	Aspergillus flavus	GCA_000006275.3	97.8	2388	93597	18719400
5059	Aspergillus flavus	GCA_009176375.1	97.7	241	91069	18213800
5061	Aspergillus niger	GCA_900248155.1	99.7	2900	82093	16418600
5061	Aspergillus niger	GCA_027923825.1	99.4	306	84636	16927200
5061	Aspergillus niger	GCA_027923745.1	99.3	469	84975	16995000
5061	Aspergillus niger	GCA_027924005.1	99.3	445	85110	17022000
5061	Aspergillus niger	GCA_027923785.1	99.3	405	85058	17011600
5061	Aspergillus niger	GCA_027923985.1	99.2	642	84450	16890000
5061	Aspergillus niger	GCA_027923725.1	99.2	393	83150	16630000
5061	Aspergillus niger	GCA_027923945.1	99.0	637	84600	16920000
5061	Aspergillus niger	GCA_027923865.1	99.0	343	85590	17118000
5061	Aspergillus niger	GCA_027923805.1	98.8	323	83998	16799600
5061	Aspergillus niger	GCA_023137765.1	98.7	456	83798	16759600
5061	Aspergillus niger	GCA_023134475.1	98.7	403	82064	16412800
5061	Aspergillus niger	GCA_023134415.1	98.7	326	81946	16389200
5061	Aspergillus niger	GCA_023134235.1	98.7	322	81850	16370000
5061	Aspergillus niger	GCA_051529875.1	98.6	4104	85489	17097800
5061	Aspergillus niger	GCA_023134385.1	98.6	379	83725	16745000
5061	Aspergillus niger	GCA_023137955.1	98.6	323	82813	16562600
5061	Aspergillus niger	GCA_023134295.1	98.6	310	83476	16695200
5061	Aspergillus niger	GCA_023137705.1	98.6	293	85779	17155800
5061	Aspergillus niger	GCA_023137805.1	98.6	292	82377	16475400
5061	Aspergillus niger	GCA_023134265.1	98.6	286	82707	16541400
5061	Aspergillus niger	GCA_023137865.1	98.6	279	81505	16301000
5061	Aspergillus niger	GCA_023137735.1	98.5	333	82475	16495000
5061	Aspergillus niger	GCA_023137795.1	98.5	278	84489	16897800
5061	Aspergillus niger	GCA_023137965.1	98.5	270	81556	16311200
5061	Aspergillus niger	GCA_023134445.1	98.5	243	82088	16417600
5061	Aspergillus niger	GCA_003184595.1	98.4	879	90026	18005200
5061	Aspergillus niger	GCF_003184595.1	98.4	879	90018	18003600
5061	Aspergillus niger	GCA_023137675.1	98.4	362	81634	16326800
5061	Aspergillus niger	GCA_023137925.1	98.4	335	81691	16338200
5061	Aspergillus niger	GCA_003344705.1	98.3	705	87428	17485600
5061	Aspergillus niger	GCA_023134325.1	98.3	296	84090	16818000
5061	Aspergillus niger	GCA_001515345.1	98.2	1783	83075	16615000
5061	Aspergillus niger	GCA_023137835.1	98.1	296	81067	16213400
5061	Aspergillus niger	GCA_023091265.1	98.1	274	81388	16277600
5061	Aspergillus niger	GCA_023134355.1	98.0	276	81196	16239200
5061	Aspergillus niger	GCA_055697485.1	97.9	4304	78979	15795800
5061	Aspergillus niger	GCA_023134515.1	97.7	250	80914	16182800
5061	Aspergillus niger	GCA_023091205.1	97.6	276	81240	16248000
5061	Aspergillus niger	GCA_023137895.1	97.3	263	80734	16146800
5061	Aspergillus niger	GCA_000002855.2	95.6	2525	90814	18162800
5061	Aspergillus niger	GCF_000002855.4	95.6	2525	90804	18160800
5111	Claviceps purpurea	GCA_000347355.1	96.6	433	62061	12412200
5116	Cryphonectria parasitica	GCA_011745365.1	94.1	5119	71111	14222200
5116	Cryphonectria parasitica	GCF_011745365.1	94.1	5119	71098	14219600
5127	Fusarium fujikuroi	GCA_900096635.1	99.9	4471	109297	21859400
5127	Fusarium fujikuroi	GCA_900096505.1	99.9	2960	109198	21839600
5127	Fusarium fujikuroi	GCA_900096685.1	99.9	2126	108901	21780200
5127	Fusarium fujikuroi	GCA_900096615.1	99.9	1941	105502	21100400
5127	Fusarium fujikuroi	GCA_900079805.1	99.8	4235	105481	21096200
5127	Fusarium fujikuroi	GCF_900079805.1	99.8	4235	105481	21096200
5127	Fusarium fujikuroi	GCA_900096645.1	99.8	4162	108173	21634600
5127	Fusarium fujikuroi	GCA_900096625.1	99.8	2267	106149	21229800
5127	Fusarium fujikuroi	GCA_900096705.1	99.8	2071	109547	21909400
5127	Fusarium fujikuroi	GCA_901677965.1	98.9	546	110980	22196000
5127	Fusarium fujikuroi	GCA_901677955.1	98.8	418	109446	21889200
5127	Fusarium fujikuroi	GCA_001023035.1	98.4	1203	104668	20933600
5127	Fusarium fujikuroi	GCA_009663055.1	97.9	4212	101512	20302400
5127	Fusarium fujikuroi	GCA_009663095.1	97.6	4218	101418	20283600
5127	Fusarium fujikuroi	GCA_001023065.1	96.0	27	104592	20918400
5127	Fusarium fujikuroi	GCA_001023045.1	95.6	192	102784	20556800
5127	Fusarium fujikuroi	GCA_009663115.1	94.0	4426	98150	19630000
5127	Fusarium fujikuroi	GCA_902702945.1	93.4	791	99889	19977800
5128	Fusarium sambucinum	GCA_050947815.1	100.0	9651	93388	18677600
5128	Fusarium sambucinum	GCF_050947815.1	100.0	9651	93388	18677600
5128	Fusarium sambucinum	GCA_041870755.1	100.0	9530	92783	18556600
5158	Ceratocystis fimbriata	GCA_000389695.3	97.7	174	55525	11105000
5180	Sclerotinia sclerotiorum	GCA_001857865.1	99.7	2435	76244	15248800
5180	Sclerotinia sclerotiorum	GCA_000146945.2	91.2	1626	74403	14880600
5180	Sclerotinia sclerotiorum	GCF_000146945.2	91.2	1626	74403	14880600
526221	Verticillium alfalfae VaMs.102	GCA_000150825.1	73.0	2315	65140	13028000
526221	Verticillium alfalfae VaMs.102	GCF_000150825.1	73.0	2315	65140	13028000
5270	Mycosarcoma maydis	GCF_000328475.2	99.4	885	58548	11709600
5297	Puccinia graminis	GCA_008522505.1	95.0	5145	125919	25183800
5297	Puccinia graminis	GCA_000149925.1	91.7	965	84340	16868000
5297	Puccinia graminis	GCF_000149925.1	91.7	965	84339	16867800
53485	Pyrenophora teres	GCA_900232045.3	99.0	4721	81074	16214800
53485	Pyrenophora teres	GCA_900231935.2	97.9	3641	77714	15542800
53485	Pyrenophora teres	GCA_000166005.1	97.5	36	79393	15878600
53485	Pyrenophora teres	GCF_000166005.1	97.5	36	79393	15878600
53485	Pyrenophora teres	GCA_006112615.1	95.5	4380	75997	15199400
53485	Pyrenophora teres	GCA_031213615.1	86.5	2016	78898	15779600
538528	Colletotrichum camelliae	GCA_011947485.2	86.8	198	107245	21449000
53985	Phytophthora fragariae	GCA_009733085.1	100.0	22	149875	29975000
53985	Phytophthora fragariae	GCA_009733065.1	100.0	20	146571	29314200
53985	Phytophthora fragariae	GCA_009732985.1	100.0	19	149770	29954000
53985	Phytophthora fragariae	GCA_009733005.1	100.0	19	146539	29307800
53985	Phytophthora fragariae	GCA_009733125.1	100.0	19	146602	29320400
53985	Phytophthora fragariae	GCA_009732925.1	100.0	18	148208	29641600
53985	Phytophthora fragariae	GCA_009733025.1	100.0	18	147127	29425400
53985	Phytophthora fragariae	GCA_009733045.1	100.0	18	148085	29617000
53985	Phytophthora fragariae	GCA_009733105.1	100.0	18	147517	29503400
53986	Phytophthora idaei	GCA_016880985.1	100.0	46	125805	25161000
53986	Phytophthora idaei	GCA_016865095.1	99.0	40	127685	25537000
53986	Phytophthora idaei	GCA_016880175.1	99.0	39	125031	25006200
5454	Ascochyta rabiei	GCA_004011695.2	99.5	1945	77840	15568000
5454	Ascochyta rabiei	GCF_004011695.2	99.5	1945	77830	15566000
5454	Ascochyta rabiei	GCA_001630375.1	96.7	155	78928	15785600
5460	Colletotrichum caudatum	GCA_030867225.1	99.0	95	89386	17877200
5465	Colletotrichum orbiculare	GCA_000350065.2	96.9	2079	89559	17911800
5466	Colletotrichum trifolii	GCA_004367215.1	94.4	35	83617	16723400
546991	Blumeria hordei DH14	GCA_000151065.3	95.2	2030	45649	9129800
5499	Fulvia fulva	GCA_020509005.2	99.2	5777	92597	18519400
5499	Fulvia fulva	GCF_020509005.1	99.2	5777	92597	18519400
5499	Fulvia fulva	GCA_034268455.1	99.0	5825	92011	18402200
5499	Fulvia fulva	GCA_034269425.1	99.0	5779	92050	18410000
5499	Fulvia fulva	GCA_035196885.1	99.0	5770	91723	18344600
5499	Fulvia fulva	GCA_035196915.1	99.0	5622	92167	18433400
5503	Curvularia lunata	GCA_005212705.1		227	0	0
5507	Fusarium oxysporum	GCA_000260495.2	99.9	2207	121033	24206600
5507	Fusarium oxysporum	GCA_900096695.1	99.8	5177	114416	22883200
5507	Fusarium oxysporum	GCA_018894095.1	99.8	4865	124554	24910800
5507	Fusarium oxysporum	GCA_000271745.2	99.8	4457	113508	22701600
5507	Fusarium oxysporum	GCF_000271745.1	99.8	4457	113508	22701600
5507	Fusarium oxysporum	GCA_003615085.1	99.8	4140	118172	23634400
5507	Fusarium oxysporum	GCA_000271705.2	99.8	3844	117537	23507400
5507	Fusarium oxysporum	GCA_000260155.3	99.8	2472	117107	23421400
5507	Fusarium oxysporum	GCA_000259975.2	99.8	2092	114471	22894200
5507	Fusarium oxysporum	GCA_053754955.1	99.7	4748	110607	22121400
5507	Fusarium oxysporum	GCA_032206225.1	99.7	4061	127041	25408200
5507	Fusarium oxysporum	GCA_000260075.2	99.7	2839	123686	24737200
5507	Fusarium oxysporum	GCA_000260235.2	99.7	449	119973	23994600
5507	Fusarium oxysporum	GCA_000260175.2	99.7	424	118295	23659000
5507	Fusarium oxysporum	GCA_003615115.1	99.6	168	120804	24160800
5507	Fusarium oxysporum	GCA_000260215.2	99.6	161	119783	23956600
5507	Fusarium oxysporum	GCA_003615095.1	99.6	128	118217	23643400
5507	Fusarium oxysporum	GCA_032884055.1	99.5	475	117460	23492000
5507	Fusarium oxysporum	GCA_004141715.1	99.5	181	125471	25094200
5507	Fusarium oxysporum	GCA_038050555.1	99.4	5006	122410	24482000
5507	Fusarium oxysporum	GCA_001702695.2	99.4	4490	114491	22898200
5507	Fusarium oxysporum	GCA_027945555.1	99.4	1591	110189	22037800
5507	Fusarium oxysporum	GCA_003615185.1	99.4	413	116825	23365000
5507	Fusarium oxysporum	GCA_003615165.1	99.4	237	116902	23380400
5507	Fusarium oxysporum	GCA_003615075.1	99.4	147	117587	23517400
5507	Fusarium oxysporum	GCA_053754965.1	99.3	4490	110333	22066600
5507	Fusarium oxysporum	GCA_051622515.1	99.3	455	102228	20445600
5507	Fusarium oxysporum	GCA_013085055.1	99.2	4523	114453	22890600
5507	Fusarium oxysporum	GCF_013085055.1	99.2	4523	114433	22886600
5507	Fusarium oxysporum	GCA_051622495.1	99.2	479	102418	20483600
5507	Fusarium oxysporum	GCA_051622415.1	99.1	479	102401	20480200
5507	Fusarium oxysporum	GCA_051622595.1	99.1	461	102534	20506800
5507	Fusarium oxysporum	GCA_055853645.1	98.9	4773	105902	21180400
5507	Fusarium oxysporum	GCA_030020275.1	98.8	4140	120437	24087400
5507	Fusarium oxysporum	GCA_014154955.1	98.8	4091	108551	21710200
5507	Fusarium oxysporum	GCA_057814765.1	98.8	1714	117218	23443600
5507	Fusarium oxysporum	GCA_031834405.1	98.5	4485	109604	21920800
5507	Fusarium oxysporum	GCA_025331925.1	98.5	4106	125115	25023000
5507	Fusarium oxysporum	GCA_003615155.1	98.5	297	118249	23649800
5507	Fusarium oxysporum	GCA_024865645.1	98.4	860	105965	21193000
5507	Fusarium oxysporum	GCA_026229875.1	98.4	48	145896	29179200
5507	Fusarium oxysporum	GCA_030719095.1	97.6	4886	112000	22400000
5507	Fusarium oxysporum	GCA_054098455.1	97.6	795	109982	21996400
5507	Fusarium oxysporum	GCA_054130785.1	96.2	4247	126646	25329200
5507	Fusarium oxysporum	GCA_000149955.2	96.1	1976	117235	23447000
5507	Fusarium oxysporum	GCF_000149955.1	96.1	1976	117170	23434000
5507	Fusarium oxysporum	GCA_027945535.1	94.9	1348	103115	20623000
5507	Fusarium oxysporum	GCA_027945265.1	94.9	988	102885	20577000
5507	Fusarium oxysporum	GCA_027945335.1	94.3	1552	102664	20532800
5507	Fusarium oxysporum	GCA_027945305.1	94.3	1127	102426	20485200
5507	Fusarium oxysporum	GCA_027945275.1	92.9	2091	99947	19989400
5507	Fusarium oxysporum	GCA_027945315.1	92.7	1492	97973	19594600
5507	Fusarium oxysporum	GCA_027945255.1	92.6	1594	98758	19751600
5507	Fusarium oxysporum	GCA_013363075.1	92.1	19	107084	21416800
5507	Fusarium oxysporum	GCA_000350345.1	91.6	653	100822	20164400
5514	Fusarium sporotrichioides	GCA_003012315.1	98.9	235	89828	17965600
5515	Fusarium acuminatum	GCA_038181435.1	95.4	6113	81593	16318600
5516	Fusarium culmorum	GCA_052570805.1	99.1	1580	82368	16473600
5516	Fusarium culmorum	GCA_052570865.1	99.0	1446	82187	16437400
5516	Fusarium culmorum	GCA_052570705.1	98.6	1563	81313	16262600
5516	Fusarium culmorum	GCA_052570715.1	98.4	1968	80613	16122600
5516	Fusarium culmorum	GCA_052571695.1	98.4	598	83832	16766400
5516	Fusarium culmorum	GCA_052570815.1	98.1	1551	81325	16265000
5516	Fusarium culmorum	GCA_052570695.1	97.2	1144	80615	16123000
5516	Fusarium culmorum	GCA_016952355.1	96.0	9631	83917	16783400
55169	Botryosphaeria dothidea	GCA_021436945.2	97.1	302	89650	17930000
5518	Fusarium graminearum	GCA_900044135.1	99.8	9395	93519	18703800
5518	Fusarium graminearum	GCA_900073075.1	99.8	9026	93563	18712600
5518	Fusarium graminearum	GCA_002352725.1	99.4	1518	87768	17553600
5518	Fusarium graminearum	GCA_037255895.1	99.3	9045	88689	17737800
5518	Fusarium graminearum	GCA_037213105.1	99.3	9011	89247	17849400
5518	Fusarium graminearum	GCA_037074405.1	99.1	9059	89303	17860600
5518	Fusarium graminearum	GCA_901446245.1	99.1	787	92204	18440800
5518	Fusarium graminearum	GCA_000599445.1	99.0	8792	90963	18192600
5518	Fusarium graminearum	GCA_905359475.1	99.0	649	91940	18388000
5518	Fusarium graminearum	GCA_905359455.1	98.8	1018	91294	18258800
5518	Fusarium graminearum	GCA_905332025.1	98.3	2281	93626	18725200
5518	Fusarium graminearum	GCA_012959185.1	98.3	1672	89287	17857400
5518	Fusarium graminearum	GCA_905359485.1	98.2	684	94980	18996000
5518	Fusarium graminearum	GCA_000240135.3	97.7	5350	87186	17437200
5518	Fusarium graminearum	GCF_000240135.3	97.7	5350	87183	17436600
5518	Fusarium graminearum	GCA_037074415.1	96.4	8999	89045	17809000
5523	Fusarium lateritium	GCA_052570355.1	99.4	354	86787	17357400
5523	Fusarium lateritium	GCA_052570295.1	99.3	412	84619	16923800
5523	Fusarium lateritium	GCA_052570455.1	99.2	501	85852	17170400
5523	Fusarium lateritium	GCA_052570435.1	99.2	448	87219	17443800
5523	Fusarium lateritium	GCA_052570515.1	99.1	2985	83513	16702600
5523	Fusarium lateritium	GCA_052570285.1	99.1	462	87235	17447000
5523	Fusarium lateritium	GCA_052570365.1	99.1	156	84876	16975200
5523	Fusarium lateritium	GCA_052570225.1	99.0	307	86384	17276800
5523	Fusarium lateritium	GCA_052570605.1	98.7	75	85832	17166400
5523	Fusarium lateritium	GCA_052570465.1	98.6	568	85155	17031000
5523	Fusarium lateritium	GCA_052570305.1	98.5	665	83894	16778800
5523	Fusarium lateritium	GCA_052570155.1	98.5	594	94227	18845400
5523	Fusarium lateritium	GCA_052570645.1	98.5	449	85384	17076800
5523	Fusarium lateritium	GCA_052570615.1	98.3	403	79736	15947200
5523	Fusarium lateritium	GCA_052571635.1	97.4	567	93347	18669400
5599	Alternaria alternata	GCA_004154755.1	99.1	537	92131	18426200
5599	Alternaria alternata	GCA_001642055.1	98.5	1098	90252	18050400
5599	Alternaria alternata	GCF_001642055.1	98.5	1098	90252	18050400
5599	Alternaria alternata	GCA_016097525.1	60.3	2282	100883	20176600
56646	Fusarium venenatum	GCA_900007375.1	99.9	9140	93687	18737400
56646	Fusarium venenatum	GCF_900007375.1	99.9	9140	93685	18737000
566460	Alternaria viburni	GCA_023758015.1	97.5	1054	81763	16352600
566460	Alternaria viburni	GCF_023758015.1	97.5	1054	81763	16352600
56676	Fusarium pseudocircinatum	GCA_013396035.1	97.4	118	105653	21130600
568076	Metarhizium robertsii	GCA_000591435.1	99.0	566	87891	17578200
568076	Metarhizium robertsii	GCA_000187425.2	98.3	4492	83865	16773000
568076	Metarhizium robertsii	GCF_000187425.2	98.3	4492	83865	16773000
57161	Fusarium decemcellulare	GCA_013266205.1	94.1	35	128091	25618200
57161	Fusarium decemcellulare	GCA_027627305.1	57.7	13	112503	22500600
61207	Monilinia vaccinii-corymbosi	GCA_017357885.1	97.9	4063	67718	13543600
61235	Fusarium equiseti	GCA_910393935.1	98.9	610	90036	18007200
61235	Fusarium equiseti	GCA_027945365.1	98.5	1904	85193	17038600
61366	Fusarium oxysporum f. sp. cubense	GCA_053754955.1	99.7	4748	110607	22121400
61366	Fusarium oxysporum f. sp. cubense	GCA_053754965.1	99.3	4490	110333	22066600
61366	Fusarium oxysporum f. sp. cubense	GCA_000350345.1	91.6	653	100822	20164400
64363	Dothistroma septosporum	GCA_000340195.1	97.4	2596	75084	15016800
65070	Pythium aphanidermatum	GCA_027475745.1		3	0	0
660122	Fusarium vanettenii 77-13-4	GCA_000151355.1	98.4	1256	110150	22030000
660122	Fusarium vanettenii 77-13-4	GCF_000151355.1	98.4	1256	110150	22030000
67593	Phytophthora sojae	GCA_000149755.2	99.0	7609	129853	25970600
67593	Phytophthora sojae	GCF_000149755.1	99.0	7609	129853	25970600
685502	Pseudocercospora fuligena	GCA_014298035.1	98.1	408	94646	18929200
690256	Colletotrichum fructicola	GCA_012932255.1	98.3	1273	107921	21584200
690256	Colletotrichum fructicola	GCA_013201905.1	97.7	412	108856	21771200
690256	Colletotrichum fructicola	GCA_013201875.1	97.7	307	109885	21977000
690256	Colletotrichum fructicola	GCA_013201925.1	97.2	378	108663	21732600
690259	Colletotrichum siamense	GCA_013201865.1	97.5	882	105543	21108600
690259	Colletotrichum siamense	GCA_013201795.1	97.5	823	105908	21181600
690259	Colletotrichum siamense	GCA_013201745.1	97.4	709	105931	21186200
690259	Colletotrichum siamense	GCA_013201755.1	97.3	657	105655	21131000
694270	Fusarium longipes	GCA_003012285.1	98.0	144	86279	17255800
694573	694573	GCA_000818155.1		3351	81081	16216200
702518	Colletotrichum asianum	GCA_009806415.1	99.3	390	119918	23983600
702518	Colletotrichum asianum	GCA_045514765.1	94.9	683	111343	22268600
703756	Colletotrichum simmondsii	GCA_001563135.1	98.4	292	102266	20453200
708187	Colletotrichum chlorophyti	GCA_001937105.1	96.9	644	76115	15223000
708197	Colletotrichum tofieldiae	GCA_001625265.1	95.0	209	93210	18642000
710243	Colletotrichum fioriniae	GCA_027942845.1	95.0	2984	81686	16337200
710243	Colletotrichum fioriniae	GCF_027942845.1	95.0	2984	81686	16337200
72558	Sporisorium reilianum	GCA_900162835.1	99.4	782	58622	11724400
751941	Fusarium mexicanum	GCA_013396015.1	98.2	147	107006	21401200
76659	Pyrenopeziza brassicae	GCA_958299125.1		3083	0	0
77044	Rosellinia necatrix	GCA_001445595.3	96.1	550	84291	16858200
78861	Fusarium acutatum	GCA_012932015.1	98.4	116	103475	20695000
78864	Fusarium globosum	GCA_013396165.1	96.5	71	107301	21460200
79018	Fusarium bulbicola	GCA_013758895.1	98.2	55	104548	20909600
80884	Colletotrichum higginsianum	GCA_001672515.1	98.5	5202	99903	19980600
80884	Colletotrichum higginsianum	GCF_001672515.1	98.5	5202	99903	19980600
80884	Colletotrichum higginsianum	GCA_000313795.2	83.8	6	82723	16544600
84275	Cercospora kikuchii	GCA_009193115.1		899	0	0
86546	Fusarium graminum	GCA_013266165.1	98.3	86	84907	16981400
869390	Lasiodiplodia hormozganensis	GCA_030512325.1	98.7	291	89213	17842600
87229	Botrytis porri	GCA_004786265.1	97.0	36	79055	15811000
87230	Botrytis tulipae	GCA_004786125.1	99.4	172	87014	17402800
912113	Colletotrichum tropicale	GCA_013201785.1	97.6	692	103663	20732600
914237	914237	GCA_046529785.1	98.0	3757	83299	16659800
92637	Metarhizium acridum	GCA_000187405.1	94.9	329	70576	14115200
92637	Metarhizium acridum	GCF_000187405.1	94.9	329	70576	14115200
92637	Metarhizium acridum	GCA_019434415.1	93.5	2338	71280	14256000
92637	Metarhizium acridum	GCF_019434415.1	93.5	2338	71280	14256000
92637	Metarhizium acridum	GCA_019434395.1	50.2	78	47187	9437400
929235	Ceratocystis manginecans	GCA_006681795.1		94	0	0
93612	Exserohilum turcicum	GCA_000359705.1	97.3	2141	78490	15698000
93612	Exserohilum turcicum	GCF_000359705.1	97.3	2141	78473	15694600
948311	Fusarium proliferatum	GCA_900067095.1	99.8	3312	112677	22535400
948311	Fusarium proliferatum	GCF_900067095.1	99.8	3312	112648	22529600
948311	Fusarium proliferatum	GCA_900029915.1	99.7	874	108503	21700600
948311	Fusarium proliferatum	GCA_003615215.1	99.4	536	109646	21929200
948311	Fusarium proliferatum	GCA_017309875.1	98.1	2387	106308	21261600
948311	Fusarium proliferatum	GCA_003290285.1	98.1	1823	106646	21329200
948311	Fusarium proliferatum	GCA_017309895.1	97.9	4345	103631	20726200
948311	Fusarium proliferatum	GCA_017309865.1	97.9	749	107857	21571400
948311	Fusarium proliferatum	GCA_022627135.1	94.7	1616	95411	19082200
984309	Ciboria shiraiana	GCA_008122225.1		2399	0	0
986114	Fusarium pseudensiforme	GCA_057674445.1	84.4	431	60069	12013800
986114	Fusarium pseudensiforme	GCA_057674525.1	79.2	353	52508	10501600
