BioSample	BioProject	SRAStudy	Run	mode	tissue	geo_loc_name	collection_date	lat_lon	bs_host	isolation_source	dev_stage	n_runs	co_infection_flag	same_genus_secondary	library_organism	library_detected	stat_pathogens	stat_hosts	n_pathogens	interaction_status	host_pct	analyzed	named_host	named_host_source	treatment	treatment_keywords	study_setting	setting_keywords	title	description	abstract	primary_pmid	primary_pub_date	primary_publication	n_papers_found	pmid_source	bp_submission_date
SAMN14258251	PRJNA609706	SRP251263	SRR11214597	mal	infected maize hybrid 33k44 kernels							1	single	False	Fusarium verticillioides	True	Fusarium verticillioides 7600:26.8%	Sorghum bicolor:0.1%	1	novel_host_range	44.73	12702695	Zea mays	desc	single		unclear		Functional subnetwork modules and discovery of hub genes with signal peptide using RNA-Seq (hybrid 33k44 vs. inbred B73)	We performed a systematic computational network-based analysis of large-scale F. verticillioides RNA-seq datasets to identify gene subnetwork modules associated with virulence and fumonisin regulation. Overall design: Investigation on two different strains (Maize inbred B73 kernels vs. maize hybrid 33k44 kernels)					0	none	2020-03-02
SAMN01766455	PRJNA177586	SRP016120	SRR592712	mal								1	single	False	Penicillium digitatum Pd1	True	Penicillium digitatum Pd1:6.4%	Aurantioideae:87.3%; Citrus sinensis:21.4%	1	known	88.35	70749	Citrus sinensis	title	single		lab	inoculation	Dual RNA-Seq during orange-Penicillium digitatum interaction	We analyzed the transcriptome of both orange fruits and Penicillium digitatum during the interaction using Dual RNA-Seq. RNA-Seq data were generated from four different cDNA libraries: a library was synthesized from a mixture of RNAs from P. digitatum spores collected after 7 days of growth in potato dextrose agar and control non-wounded oranges, and three libraries from P. digitatum-infected oranges at 12, 24, and 48 h post inoculation, respectively. Fruit inoculation and RNA extraction were conducted following procedures previously described by Ballester et al (2006). cDNA libraries were generated using the MINT-Universal cDNA synthesis kit (Evrogen) following the manufacturer’s protocol. Sequencing was carried out using the Roche 454 GS FLX Titanium system					0	none	2012-10-15
SAMEA117592946	PRJEB84390	ERP167864	ERR15005469	mal								1	single	False	Puccinia triticina	True	Puccinia triticina:20.3%	Viridiplantae:13.8%	1	unresolved	13.78	18796815	Triticum turgidum	abstract	single		lab	spray inoculation|controlled condition|inoculation	k-mer-based GWAS reveals a candidate avirulence gene and structural variation in Puccinia triticina linked to gain of Lr20 virulence.	Sequencing reads associated with the study: Comparative genomics of brown rust field samples	BACKGROUND: Plant pathogens secrete effector proteins into their hosts to promote colonisation. Among these are avirulence (Avr) effectors, which can be recognised by specific host immune receptors, triggering an immune response that prevents pathogen progression. This recognition exerts strong evolutionary pressure on pathogens to alter and/or eliminate Avr genes to escape recognition. Consequently, understanding Avr gene evolution is critical for developing effective resistance deployment strategies. However, identifying and validating Avr effectors remains a significant challenge, especially for fungal plant pathogens, leading to a limited catalogue of Avr genes. This challenge is particularly pronounced for obligate biotrophic pathogens such as the wheat leaf (brown) rust fungus Puccinia triticina (Pt), where only two Avr genes have been confirmed to date. RESULTS: In this study, we conducted a k-mer-based genome-wide association study (GWAS) to detect a broad spectrum of structural genetic variations — including single nucleotide polymorphisms (SNPs), insertions and deletions (indels) and copy number variations (CNVs) — that may contribute to the gain of virulence in Pt. Analysis of k-mers linked to avirulence phenotypes of Pt isolates across eleven leaf rust resistance (Lr) loci, revealed a distinct association peak on chromosome 10B corresponding to avirulence against Lr20. Assembly of the associated k-mers produced a 50 bp sequence that was located near two candidate effector genes, one of which — termed Pt76_024702 — also displayed high levels of expression during both early and later stages of infection. Furthermore, the genomic region harbouring Pt76_024702 exhibited large-scale deletions in certain Pt lineages virulent to Lr20, particularly those infecting durum wheat (Triticum turgidum ssp. durum). CONCLUSION: These findings highlight Pt76_024702 as a compelling candidate for AvrLr20 and demonstrate the significant potential of the presented k-mer-based GWAS approach to enhance the Avr gene catalogue. This strategy is particularly promising for complex fungal pathogens such as the notorious wheat rust pathogens where conventional approaches have previously proved challenging.	41299216	2025-11-26	[41299216] k-mer-based GWAS reveals a candidate avirulence gene and structural variation in Puccinia triticina linked to gain of Lr20 virulence.	1		
SAMN16510420	PRJNA670487	SRP288036	SRR12867730	mal	Mycelium from leaves of 5-week old plants							1	single	False	Sclerotinia sclerotiorum 1980 UF-70	True	Sclerotinia sclerotiorum:68.2%	Beta vulgaris:16.7%	1	novel_host_range	17.28	20666747	Solanum tuberosum	desc	single		field	wild plant	Transcriptional response to host chemical cues underpins the expansion of host range in a fungal plant pathogen lineage.	The host range of parasites is an important factor in assessing the dynamics of disease epidemics. The evolution of pathogens to accommodate new hosts may lead to host range expansion, a process the molecular bases of which are largely enigmatic. The fungus Sclerotinia sclerotiorum parasitizes more than 400 plant species from diverse eudicot families while its close relative, S. trifoliorum, is restricted to plants from the Fabaceae family. We analyzed S. sclerotiorum global transcriptome reprogramming on hosts from six botanical families and reveal a flexible, host-specific transcriptional program driven by core and host-response co-expression (SPREx) gene clusters. We generated a chromosome-level genome assembly for S. trifoliorum and found near-complete gene space conservation in broad and narrow host range Sclerotinia species. However, S. trifoliorum showed increased sensitivity to the Brassicaceae defense compound camalexin. Inter-specific transcriptome analyses revealed a lack of transcriptional response to camalexin in S. trifoliorum and provide evidence that cis-regulatory variation associates with the genetic accommodation of Brassicaceae in the Sclerotinia host range. Our work demonstrates adaptive plasticity of a broad host range pathogen with specific responses to different host plants and demonstrates the co-existence of signatures for generalist and polyspecialist life styles in the genome of a plant pathogen. We reason that this mechanism enables the emergence of new disease with no or limited gene flow between strains and species, and could underlie the emergence of new epidemics originating from wild plants in agricultural settings. Overall design: Periphery and center of S. sclerotiorum disease lesions on A. thaliana (Ath), S. lycopersicum (Sly), H. annuus (Han), B. vulgaris (Bvu), R. communis (Rco), P. vulgaris (Pvu) Periphery and center of colony growth on Potato Dextrose Agar plates and in Potato Dextrose Broth serves as control samples collected in three independent replicates	The host range of parasites is an important factor in assessing the dynamics of disease epidemics. The evolution of pathogens to accommodate new hosts may lead to host range expansion, a process the molecular bases of which are largely enigmatic. The fungus Sclerotinia sclerotiorum has been reported to parasitize more than 400 plant species from diverse eudicot families while its close relative, S. trifoliorum, is restricted to plants from the Fabaceae family. We analyzed S. sclerotiorum global transcriptome reprogramming on hosts from six botanical families and reveal a flexible, host-specific transcriptional program. We generated a chromosome-level genome assembly for S. trifoliorum and found near-complete gene space conservation in two representative strains of broad and narrow host range Sclerotinia species. However, S. trifoliorum showed increased sensitivity to the Brassicaceae defense compound camalexin. Comparative analyses revealed a lack of transcriptional response to camalexin in the S. trifoliorum strain and suggest that regulatory variation in detoxification and effector genes at the population level may associate with the genetic accommodation of Brassicaceae in the Sclerotinia host range. Our work proposes transcriptional plasticity and the co-existence of signatures for generalist and polyspecialist adaptive strategies in the genome of a plant pathogen.	34282282	2021-07-19	[34282282] Transcriptional response to host chemical cues underpins the expansion of host range in a fungal plant pathogen lineage.	1		
SAMN16510411	PRJNA670487	SRP288036	SRR12867739	mal	Mycelium from leaves of 5-week old plants							1	single	False	Sclerotinia sclerotiorum 1980 UF-70	True	Sclerotinia sclerotiorum:59.1%	Ricinus communis:23.9%	1	unresolved	24.7	22013875	Solanum tuberosum	desc	single		field	wild plant	Transcriptional response to host chemical cues underpins the expansion of host range in a fungal plant pathogen lineage.	The host range of parasites is an important factor in assessing the dynamics of disease epidemics. The evolution of pathogens to accommodate new hosts may lead to host range expansion, a process the molecular bases of which are largely enigmatic. The fungus Sclerotinia sclerotiorum parasitizes more than 400 plant species from diverse eudicot families while its close relative, S. trifoliorum, is restricted to plants from the Fabaceae family. We analyzed S. sclerotiorum global transcriptome reprogramming on hosts from six botanical families and reveal a flexible, host-specific transcriptional program driven by core and host-response co-expression (SPREx) gene clusters. We generated a chromosome-level genome assembly for S. trifoliorum and found near-complete gene space conservation in broad and narrow host range Sclerotinia species. However, S. trifoliorum showed increased sensitivity to the Brassicaceae defense compound camalexin. Inter-specific transcriptome analyses revealed a lack of transcriptional response to camalexin in S. trifoliorum and provide evidence that cis-regulatory variation associates with the genetic accommodation of Brassicaceae in the Sclerotinia host range. Our work demonstrates adaptive plasticity of a broad host range pathogen with specific responses to different host plants and demonstrates the co-existence of signatures for generalist and polyspecialist life styles in the genome of a plant pathogen. We reason that this mechanism enables the emergence of new disease with no or limited gene flow between strains and species, and could underlie the emergence of new epidemics originating from wild plants in agricultural settings. Overall design: Periphery and center of S. sclerotiorum disease lesions on A. thaliana (Ath), S. lycopersicum (Sly), H. annuus (Han), B. vulgaris (Bvu), R. communis (Rco), P. vulgaris (Pvu) Periphery and center of colony growth on Potato Dextrose Agar plates and in Potato Dextrose Broth serves as control samples collected in three independent replicates	The host range of parasites is an important factor in assessing the dynamics of disease epidemics. The evolution of pathogens to accommodate new hosts may lead to host range expansion, a process the molecular bases of which are largely enigmatic. The fungus Sclerotinia sclerotiorum has been reported to parasitize more than 400 plant species from diverse eudicot families while its close relative, S. trifoliorum, is restricted to plants from the Fabaceae family. We analyzed S. sclerotiorum global transcriptome reprogramming on hosts from six botanical families and reveal a flexible, host-specific transcriptional program. We generated a chromosome-level genome assembly for S. trifoliorum and found near-complete gene space conservation in two representative strains of broad and narrow host range Sclerotinia species. However, S. trifoliorum showed increased sensitivity to the Brassicaceae defense compound camalexin. Comparative analyses revealed a lack of transcriptional response to camalexin in the S. trifoliorum strain and suggest that regulatory variation in detoxification and effector genes at the population level may associate with the genetic accommodation of Brassicaceae in the Sclerotinia host range. Our work proposes transcriptional plasticity and the co-existence of signatures for generalist and polyspecialist adaptive strategies in the genome of a plant pathogen.	34282282	2021-07-19	[34282282] Transcriptional response to host chemical cues underpins the expansion of host range in a fungal plant pathogen lineage.	1		
SAMEA103951486	PRJEB20188	ERP022323	ERR1905216	mal								1	single	False	Erwinia amylovora	True	Erwinia amylovora:58.4%	Maleae:5.0%; Poales:0.1%	1	unresolved	7.21	8551553	Malus domestica	title	single		lab	inoculation	Comparative transcriptome analysis of a lowly virulent strain of Erwinia amylovora in shoots of two apple cultivars – susceptible and resistant to fire blight.	The aim of our study was to decipher differences in the response of a lowly virulent E. amylovora strain to infection of susceptible and resistant apple cultivars at the transcriptome level. For this purpose, we applied an RNA-seq technique to see the global changes in gene expression of E. amylovora while interacting with two apple cultivars at two time points after inoculation of shoots. Additionally, we compared transcriptomes of E. amylovora growing on a microbiological medium and in planta to elucidate transcriptional changes in bacterial cells induced by the host plant environment.					0	none	2018-05-02
SAMN36884948	PRJNA1003258	SRP456840	SRR25751885	mal		China	2022-09-15		corn	missing		1	single	False	Aspergillus flavus	True	Aspergillus flavus:9.2%	Viridiplantae:1.6%	1	unresolved	1.57	59227879	Zea mays	biosample_host	single		field	geo_loc_name	Aspergillus flavus m6A methylomics	To study the biosynthesis mechanism of aflatoxin by m6A methylomics in A. flavus					0	none	2023-08-08
SAMN08017080	PRJNA418175	SRP124884	SRR6286284	mal	infected rice sheath							1	single	False	Pyricularia oryzae	True	Pyricularia oryzae:1.2%	Oryzoideae:64.0%; Oryza sativa:9.0%; Oryza glaberrima:3.3%; Oryza brachyantha:0.1%	1	known	66.92	51377393	Oryza sativa	title	single		lab	mutant|inoculated	MAP kinase-dependent cell-to-cell movement drives plant tissue invasion by the rice blast fungus	We created a mutant in the MAP kinase-encoding Pmk1 gene of the rice blast fungus Magnaporthe oryzae (pmk1AS) that renders the gene sensitive to inhibition by 1NA-PP1. Fungal gene expression was compared during infection of rice sheath by the M. oryzae pmk1AS mutant in the presence and absence of 1NA-PP1. Overall design: Rice leaf sheaths inoculated with pmk1AS mutant of Magnaporthe oryzae with or without 1NA-PP1 (three independent biological replicates for each condition).	Blast disease destroys up to 30% of the rice crop annually and threatens global food security. The blast fungus	29567712	2018-03-23	[29567712] A single fungal MAP kinase controls plant cell-to-cell invasion by the rice blast fungus.	1	BioProject XML	2017-11-13
SAMN14258311	PRJNA609706	SRP251263	SRR11214669	mal	infected maize inbred B73 kernels							1	single	False	Fusarium verticillioides	True	Fusarium verticillioides 7600:58.7%	Zea mays:18.0%	1	known	19.5	19687256	Zea mays	desc	single		unclear		Functional subnetwork modules and discovery of hub genes with signal peptide using RNA-Seq (hybrid 33k44 vs. inbred B73)	We performed a systematic computational network-based analysis of large-scale F. verticillioides RNA-seq datasets to identify gene subnetwork modules associated with virulence and fumonisin regulation. Overall design: Investigation on two different strains (Maize inbred B73 kernels vs. maize hybrid 33k44 kernels)					0	none	2020-03-02
SAMN07430048	PRJNA396589	SRP117560	SRR6043965	mal		Australia	1979		wheat			29	single	False	Puccinia striiformis f. sp. tritici	True	Puccinia striiformis:34.2%	Triticum:20.0%; Aegilops tauschii subsp. strangulata:0.1%	1	novel_host_range	46.05	116601962	Triticum aestivum	biosample_host	single		lab	inoculated|greenhouse|inoculation	Puccinia striiformis f. sp. tritici strain:104 E137 A- Genome sequencing and assembly	This is a dihaploid phased genome assembly of wheat stripe rust fungus using PacBio long reads and FALCON-Unzip.	A long-standing biological question is how evolution has shaped the genomic architecture of dikaryotic fungi. To answer this, high-quality genomic resources that enable haplotype comparisons are essential. Short-read genome assemblies for dikaryotic fungi are highly fragmented and lack haplotype-specific information due to the high heterozygosity and repeat content of these genomes. Here, we present a diploid-aware assembly of the wheat stripe rust fungus	29463659	2018-02-20	[29463659] A Near-Complete Haplotype-Phased Genome of the Dikaryotic Wheat Stripe Rust Fungus	5	PMC full-text	2017-07-31
SAMN41829442	PRJNA1118412	SRP514138	SRR29424134	mal		Netherlands	1971		Solanum lycopersicum			1	single	False	Fulvia fulva	True	Fulvia fulva:16.7%	Solanum subgen. Lycopersicon:44.9%; Solanum lycopersicum:28.2%; Solanum pennellii:0.3%	1	known	55.11	65168718	Solanum lycopersicum	biosample_host	single		field	geo_loc_name	Fulvia fulva isolates Race 5 and Race 4 transcriptomes during host interaction	Time course transcriptomes of Fulvia fulva isolates Race 5 Kim and Race 4 during interaction with Solanum lycopersicum cv. Moneymaker.					0	none	2024-05-30
SAMN14258355	PRJNA609706	SRP251263	SRR11214642	mal	infected maize inbred B73 kernels							1	single	False	Fusarium verticillioides	True	Fusarium verticillioides 7600:29.2%	Viridiplantae:49.5%	1	unresolved	49.5	7487653	Zea mays	desc	single		unclear		Functional subnetwork modules and discovery of hub genes with signal peptide using RNA-Seq (hybrid 33k44 vs. inbred B73)	We performed a systematic computational network-based analysis of large-scale F. verticillioides RNA-seq datasets to identify gene subnetwork modules associated with virulence and fumonisin regulation. Overall design: Investigation on two different strains (Maize inbred B73 kernels vs. maize hybrid 33k44 kernels)					0	none	2020-03-02
SAMN31120136	PRJNA886106	SRP400587	SRR21777800	mal		China: Xiangxi	2022-03-12	29.192289 N 109.392523 E	Nicotiana tabacum			1	single	False	Rhizoctonia solani	True	Rhizoctonia solani:0.6%	Nicotianoideae:52.9%; Nicotiana tabacum:4.8%	1	novel_host_range	53.91	29075708	Nicotiana tabacum	biosample_host	single		field	geo_loc_name	Transcripts profile of Rhizoctonia solani Kuhn, a pathogen causing tobacco leaf spot	Rhizoctonia solani Kuhn is a soil-borne fungal pathogen that causes disease in a wide range of plants worldwide. Strains of the fungus are traditionally grouped into genetically isolated anastomosis groups (AGs) based on hyphal anastomosis reactions. Comparing the transcriptome profile of Rhizoctonia solani Kuhn between different infection stages could reveal the genes associated with pathogenetic.					0	none	2022-10-02
