accession	organism_name	kingdom	busco_lineage	complete_pct	single_pct	duplicated_pct	fragmented_pct	missing_pct	n_markers	status
GCA_045514765.1	Colletotrichum asianum	fungal	ascomycota_odb10	94.9	94.4	0.5	0.2	4.9	1706	pass
GCA_009806415.1	Colletotrichum asianum	fungal	ascomycota_odb10	99.3	98.9	0.4	0.1	0.6	1706	pass
GCA_012932255.1	Colletotrichum fructicola	fungal	ascomycota_odb10	98.3	98.1	0.2	0.8	0.9	1706	pass
GCA_902827195.2	Clonostachys rosea	fungal	ascomycota_odb10	95.6	93.4	2.2	1.3	3.1	1706	pass
GCA_013201905.1	Colletotrichum fructicola	fungal	ascomycota_odb10	97.7	97.4	0.3	0.5	1.8	1706	pass
GCA_013201925.1	Colletotrichum fructicola	fungal	ascomycota_odb10	97.2	96.8	0.4	0.5	2.3	1706	pass
GCF_011800055.1	Colletotrichum gloeosporioides	fungal	ascomycota_odb10	98.8	98.0	0.8	0.2	1.0	1706	pass
GCF_000149035.1	Colletotrichum graminicola	fungal	ascomycota_odb10	99.4	99.2	0.2	0.2	0.4	1706	pass
GCA_011947485.2	Colletotrichum camelliae	fungal	ascomycota_odb10	86.8	86.5	0.3	0.4	12.8	1706	pass
GCA_000149035.1	Colletotrichum graminicola	fungal	ascomycota_odb10	99.4	99.2	0.2	0.2	0.4	1706	pass
GCA_029226625.1	Colletotrichum graminicola	fungal	ascomycota_odb10	97.4	97.0	0.4	1.6	1.0	1706	pass
GCA_011800055.1	Colletotrichum gloeosporioides	fungal	ascomycota_odb10	98.8	98.0	0.8	0.2	1.0	1706	pass
GCA_021432615.1	Colletotrichum gloeosporioides	fungal	ascomycota_odb10	99.3	98.9	0.4	0.4	0.3	1706	pass
GCF_001672515.1	Colletotrichum higginsianum	fungal	ascomycota_odb10	98.5	98.1	0.4	0.6	0.9	1706	pass
GCA_000313795.2	Colletotrichum higginsianum	fungal	ascomycota_odb10	83.8	83.2	0.6	9.7	6.5	1706	pass
GCA_001672515.1	Colletotrichum higginsianum	fungal	ascomycota_odb10	98.5	98.1	0.4	0.6	0.9	1706	pass
GCA_000350065.2	Colletotrichum orbiculare	fungal	ascomycota_odb10	96.9	96.7	0.2	1.3	1.8	1706	pass
GCA_018906765.1	Colletotrichum scovillei	fungal	ascomycota_odb10	97.0	96.8	0.2	0.3	2.7	1706	pass
GCA_018906675.1	Colletotrichum scovillei	fungal	ascomycota_odb10	97.0	96.8	0.2	0.3	2.7	1706	pass
GCA_018907675.1	Colletotrichum scovillei	fungal	ascomycota_odb10	96.9	96.8	0.1	0.3	2.8	1706	pass
GCA_013201745.1	Colletotrichum siamense	fungal	ascomycota_odb10	97.4	97.2	0.2	0.5	2.1	1706	pass
GCA_036851105.1	Colletotrichum tabaci	fungal	ascomycota_odb10	98.9	98.4	0.5	0.6	0.5	1706	pass
GCA_013201795.1	Colletotrichum siamense	fungal	ascomycota_odb10	97.5	97.3	0.2	0.5	2.0	1706	pass
GCA_013201755.1	Colletotrichum siamense	fungal	ascomycota_odb10	97.3	96.9	0.4	0.6	2.1	1706	pass
GCA_013201865.1	Colletotrichum siamense	fungal	ascomycota_odb10	97.5	97.3	0.2	0.6	1.9	1706	pass
GCA_004367215.1	Colletotrichum trifolii	fungal	ascomycota_odb10	94.4	94.0	0.4	1.1	4.5	1706	pass
GCF_011745365.1	Cryphonectria parasitica	fungal	ascomycota_odb10	94.1	93.9	0.2	1.2	4.7	1706	pass
GCA_011745365.1	Cryphonectria parasitica	fungal	ascomycota_odb10	94.1	93.9	0.2	1.2	4.7	1706	pass
GCA_003795275.1	Cytospora chrysosperma	fungal	ascomycota_odb10	93.8	92.9	0.9	0.6	5.6	1706	pass
GCA_000340195.1	Dothistroma septosporum	fungal	ascomycota_odb10	97.4	97.3	0.1	0.9	1.7	1706	pass
GCA_003814445.1	Epichloe festucae	fungal	ascomycota_odb10	88.7	88.2	0.5	0.6	10.7	1706	pass
GCF_000359705.1	Exserohilum turcicum	fungal	ascomycota_odb10	97.3	97.2	0.1	1.1	1.6	1706	pass
GCA_000359705.1	Exserohilum turcicum	fungal	ascomycota_odb10	97.3	97.2	0.1	1.1	1.6	1706	pass
GCF_020509005.1	Fulvia fulva	fungal	ascomycota_odb10	99.2	99.1	0.1	0.3	0.5	1706	pass
GCA_034268455.1	Fulvia fulva	fungal	ascomycota_odb10	99.0	98.8	0.2	0.3	0.7	1706	pass
GCA_034269425.1	Fulvia fulva	fungal	ascomycota_odb10	99.0	98.8	0.2	0.3	0.7	1706	pass
GCA_020509005.2	Fulvia fulva	fungal	ascomycota_odb10	99.2	99.1	0.1	0.3	0.5	1706	pass
GCA_035196915.1	Fulvia fulva	fungal	ascomycota_odb10	99.0	98.9	0.1	0.3	0.7	1706	pass
GCA_035196885.1	Fulvia fulva	fungal	ascomycota_odb10	99.0	98.9	0.1	0.3	0.7	1706	pass
GCA_018282135.1	Fusarium avenaceum	fungal	ascomycota_odb10	98.7	98.3	0.4	0.1	1.2	1706	pass
GCA_000769215.1	Fusarium avenaceum	fungal	ascomycota_odb10	99.0	98.4	0.6	0.1	0.9	1706	pass
GCA_052570705.1	Fusarium culmorum	fungal	ascomycota_odb10	98.6	98.4	0.2	0.8	0.6	1706	pass
GCA_016952355.1	Fusarium culmorum	fungal	ascomycota_odb10	96.0	95.8	0.2	0.1	3.9	1706	pass
GCA_052570695.1	Fusarium culmorum	fungal	ascomycota_odb10	97.2	97.0	0.2	0.6	2.2	1706	pass
GCA_013396185.1	Fusarium circinatum	fungal	ascomycota_odb10	98.7	98.3	0.4	0.4	0.9	1706	pass
GCA_052570715.1	Fusarium culmorum	fungal	ascomycota_odb10	98.4	98.2	0.2	0.9	0.7	1706	pass
GCA_012959155.1	Fusarium avenaceum	fungal	ascomycota_odb10	98.2	92.6	5.6	0.5	1.3	1706	pass
GCA_052570805.1	Fusarium culmorum	fungal	ascomycota_odb10	99.1	98.9	0.2	0.4	0.5	1706	pass
GCA_052570815.1	Fusarium culmorum	fungal	ascomycota_odb10	98.1	97.9	0.2	0.9	1.0	1706	pass
GCA_052570865.1	Fusarium culmorum	fungal	ascomycota_odb10	99.0	98.8	0.2	0.5	0.5	1706	pass
GCA_052571695.1	Fusarium culmorum	fungal	ascomycota_odb10	98.4	98.1	0.3	0.9	0.7	1706	pass
GCA_900096505.1	Fusarium fujikuroi	fungal	ascomycota_odb10	99.9	99.5	0.4	0.0	0.1	1706	pass
GCA_001023035.1	Fusarium fujikuroi	fungal	ascomycota_odb10	98.4	97.9	0.5	0.6	1.0	1706	pass
GCA_902702945.1	Fusarium fujikuroi	fungal	ascomycota_odb10	93.4	92.9	0.5	0.8	5.8	1706	pass
GCA_900096615.1	Fusarium fujikuroi	fungal	ascomycota_odb10	99.9	99.4	0.5	0.1	0.0	1706	pass
GCA_001023045.1	Fusarium fujikuroi	fungal	ascomycota_odb10	95.6	95.2	0.4	2.5	1.9	1706	pass
GCA_001023065.1	Fusarium fujikuroi	fungal	ascomycota_odb10	96.0	95.4	0.6	2.5	1.5	1706	pass
GCF_900079805.1	Fusarium fujikuroi	fungal	ascomycota_odb10	99.8	99.3	0.5	0.1	0.1	1706	pass
GCA_900096685.1	Fusarium fujikuroi	fungal	ascomycota_odb10	99.9	99.3	0.6	0.0	0.1	1706	pass
GCA_900096625.1	Fusarium fujikuroi	fungal	ascomycota_odb10	99.8	99.3	0.5	0.1	0.1	1706	pass
GCA_900096645.1	Fusarium fujikuroi	fungal	ascomycota_odb10	99.8	99.2	0.6	0.1	0.1	1706	pass
GCA_900096635.1	Fusarium fujikuroi	fungal	ascomycota_odb10	99.9	99.4	0.5	0.1	0.0	1706	pass
GCA_900096705.1	Fusarium fujikuroi	fungal	ascomycota_odb10	99.8	99.3	0.5	0.1	0.1	1706	pass
GCA_009663055.1	Fusarium fujikuroi	fungal	ascomycota_odb10	97.9	97.3	0.6	0.4	1.7	1706	pass
GCA_009663095.1	Fusarium fujikuroi	fungal	ascomycota_odb10	97.6	97.1	0.5	0.3	2.1	1706	pass
GCA_900079805.1	Fusarium fujikuroi	fungal	ascomycota_odb10	99.8	99.3	0.5	0.1	0.1	1706	pass
GCA_901677955.1	Fusarium fujikuroi	fungal	ascomycota_odb10	98.8	98.2	0.6	0.2	1.0	1706	pass
GCA_009663115.1	Fusarium fujikuroi	fungal	ascomycota_odb10	94.0	91.9	2.1	0.7	5.3	1706	pass
GCA_000599445.1	Fusarium graminearum	fungal	ascomycota_odb10	99.0	98.8	0.2	0.5	0.5	1706	pass
GCA_037213105.1	Fusarium graminearum	fungal	ascomycota_odb10	99.3	95.5	3.8	0.5	0.2	1706	pass
GCA_002352725.1	Fusarium graminearum	fungal	ascomycota_odb10	99.4	99.2	0.2	0.2	0.4	1706	pass
GCA_901677965.1	Fusarium fujikuroi	fungal	ascomycota_odb10	98.9	98.3	0.6	0.2	0.9	1706	pass
GCA_905332025.1	Fusarium graminearum	fungal	ascomycota_odb10	98.3	97.5	0.8	0.1	1.6	1706	pass
GCF_000240135.3	Fusarium graminearum	fungal	ascomycota_odb10	97.7	97.5	0.2	1.2	1.1	1706	pass
GCA_900073075.1	Fusarium graminearum	fungal	ascomycota_odb10	99.8	99.5	0.3	0.1	0.1	1706	pass
GCA_037074405.1	Fusarium graminearum	fungal	ascomycota_odb10	99.1	94.6	4.5	0.6	0.3	1706	pass
GCA_900044135.1	Fusarium graminearum	fungal	ascomycota_odb10	99.8	99.6	0.2	0.0	0.2	1706	pass
GCA_037255895.1	Fusarium graminearum	fungal	ascomycota_odb10	99.3	95.1	4.2	0.4	0.3	1706	pass
GCA_012959185.1	Fusarium graminearum	fungal	ascomycota_odb10	98.3	93.0	5.3	0.3	1.4	1706	pass
GCA_000240135.3	Fusarium graminearum	fungal	ascomycota_odb10	97.7	97.5	0.2	1.2	1.1	1706	pass
GCA_037074415.1	Fusarium graminearum	fungal	ascomycota_odb10	96.4	93.3	3.1	2.5	1.1	1706	pass
GCA_905359485.1	Fusarium graminearum	fungal	ascomycota_odb10	98.2	97.6	0.6	0.1	1.7	1706	pass
GCA_905359455.1	Fusarium graminearum	fungal	ascomycota_odb10	98.8	98.6	0.2	0.4	0.8	1706	pass
GCA_905359475.1	Fusarium graminearum	fungal	ascomycota_odb10	99.0	98.6	0.4	0.4	0.6	1706	pass
GCA_901446245.1	Fusarium graminearum	fungal	ascomycota_odb10	99.1	98.7	0.4	0.4	0.5	1706	pass
GCA_052550365.1	Fusarium odoratissimum	fungal	ascomycota_odb10	99.1	98.7	0.4	0.6	0.3	1706	pass
GCA_000350365.1	Fusarium odoratissimum	fungal	ascomycota_odb10	82.2	79.9	2.3	1.3	16.5	1706	pass
GCA_004141715.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.5	97.7	1.8	0.4	0.1	1706	pass
GCF_000260195.1	Fusarium odoratissimum	fungal	ascomycota_odb10	99.6	71.5	28.1	0.3	0.1	1706	pass
GCA_032206225.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.7	98.9	0.8	0.0	0.3	1706	pass
GCA_030719095.1	Fusarium oxysporum	fungal	ascomycota_odb10	97.6	97.1	0.5	1.3	1.1	1706	pass
GCA_053754955.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.7	99.1	0.6	0.1	0.2	1706	pass
GCA_054130785.1	Fusarium oxysporum	fungal	ascomycota_odb10	96.2	95.2	1.0	1.9	1.9	1706	pass
GCA_031834405.1	Fusarium oxysporum	fungal	ascomycota_odb10	98.5	97.6	0.9	0.1	1.4	1706	pass
GCA_000260195.2	Fusarium odoratissimum	fungal	ascomycota_odb10	99.6	71.5	28.1	0.3	0.1	1706	pass
GCA_026229875.1	Fusarium oxysporum	fungal	ascomycota_odb10	98.4	96.8	1.6	0.9	0.7	1706	pass
GCA_000350345.1	Fusarium oxysporum	fungal	ascomycota_odb10	91.6	91.1	0.5	1.1	7.3	1706	pass
GCA_001702695.2	Fusarium oxysporum	fungal	ascomycota_odb10	99.4	97.9	1.5	0.3	0.3	1706	pass
GCA_018894095.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.8	98.0	1.8	0.1	0.1	1706	pass
GCA_032884055.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.5	98.6	0.9	0.1	0.4	1706	pass
GCA_014154955.1	Fusarium oxysporum	fungal	ascomycota_odb10	98.8	97.7	1.1	0.7	0.5	1706	pass
GCA_013363075.1	Fusarium oxysporum	fungal	ascomycota_odb10	92.1	91.6	0.5	3.0	4.9	1706	pass
GCF_013085055.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.2	98.4	0.8	0.0	0.8	1706	pass
GCA_013085055.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.2	98.4	0.8	0.0	0.8	1706	pass
GCA_055853645.1	Fusarium oxysporum	fungal	ascomycota_odb10	98.9	97.9	1.0	0.5	0.6	1706	pass
GCA_053754965.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.3	98.9	0.4	0.3	0.4	1706	pass
GCA_054098455.1	Fusarium oxysporum	fungal	ascomycota_odb10	97.6	97.0	0.6	0.9	1.5	1706	pass
GCA_051622495.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.2	98.6	0.6	0.4	0.4	1706	pass
GCA_003615085.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.8	97.9	1.9	0.1	0.1	1706	pass
GCA_051622415.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.1	98.5	0.6	0.2	0.7	1706	pass
GCA_051622595.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.1	98.4	0.7	0.3	0.6	1706	pass
GCA_025331925.1	Fusarium oxysporum	fungal	ascomycota_odb10	98.5	97.4	1.1	0.5	1.0	1706	pass
GCA_051622515.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.3	98.6	0.7	0.2	0.5	1706	pass
GCA_057814765.1	Fusarium oxysporum	fungal	ascomycota_odb10	98.8	97.6	1.2	0.2	1.0	1706	pass
GCF_000271745.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.8	71.0	28.8	0.0	0.2	1706	pass
GCF_000149955.1	Fusarium oxysporum	fungal	ascomycota_odb10	96.1	69.4	26.7	2.5	1.4	1706	pass
GCA_000149955.2	Fusarium oxysporum	fungal	ascomycota_odb10	96.1	69.4	26.7	2.5	1.4	1706	pass
GCA_038050555.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.4	93.8	5.6	0.3	0.3	1706	pass
GCA_030020275.1	Fusarium oxysporum	fungal	ascomycota_odb10	98.8	98.2	0.6	0.3	0.9	1706	pass
GCA_027945265.1	Fusarium oxysporum	fungal	ascomycota_odb10	94.9	90.6	4.3	0.5	4.6	1706	pass
GCA_027945335.1	Fusarium oxysporum	fungal	ascomycota_odb10	94.3	93.6	0.7	0.4	5.3	1706	pass
GCA_027945555.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.4	94.8	4.6	0.4	0.2	1706	pass
GCA_027945535.1	Fusarium oxysporum	fungal	ascomycota_odb10	94.9	91.3	3.6	0.4	4.7	1706	pass
GCA_003615165.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.4	97.8	1.6	0.2	0.4	1706	pass
GCA_900096695.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.8	99.2	0.6	0.1	0.1	1706	pass
GCA_003615115.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.6	98.2	1.4	0.2	0.2	1706	pass
GCA_003615095.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.6	98.4	1.2	0.1	0.3	1706	pass
GCA_003615185.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.4	97.8	1.6	0.4	0.2	1706	pass
GCA_003615155.1	Fusarium oxysporum	fungal	ascomycota_odb10	98.5	96.7	1.8	0.8	0.7	1706	pass
GCA_003615075.1	Fusarium oxysporum	fungal	ascomycota_odb10	99.4	98.2	1.2	0.2	0.4	1706	pass
GCA_000260215.2	Fusarium oxysporum	fungal	ascomycota_odb10	99.6	69.6	30.0	0.2	0.2	1706	pass
GCA_000260155.3	Fusarium oxysporum	fungal	ascomycota_odb10	99.8	70.2	29.6	0.1	0.1	1706	pass
GCA_000259975.2	Fusarium oxysporum	fungal	ascomycota_odb10	99.8	70.3	29.5	0.1	0.1	1706	pass
GCA_000260175.2	Fusarium oxysporum	fungal	ascomycota_odb10	99.7	69.9	29.8	0.2	0.1	1706	pass
GCA_024865645.1	Fusarium oxysporum	fungal	ascomycota_odb10	98.4	97.8	0.6	0.4	1.2	1706	pass
GCA_053754955.1	Fusarium oxysporum f. sp. cubense	fungal	ascomycota_odb10	99.7	99.1	0.6	0.1	0.2	1706	pass
GCA_027945255.1	Fusarium oxysporum	fungal	ascomycota_odb10	92.6	89.0	3.6	0.8	6.6	1706	pass
GCA_027945275.1	Fusarium oxysporum	fungal	ascomycota_odb10	92.9	92.4	0.5	0.4	6.7	1706	pass
GCA_000260495.2	Fusarium oxysporum	fungal	ascomycota_odb10	99.9	69.1	30.8	0.1	0.0	1706	pass
GCA_027945305.1	Fusarium oxysporum	fungal	ascomycota_odb10	94.3	93.5	0.8	0.6	5.1	1706	pass
GCA_027945315.1	Fusarium oxysporum	fungal	ascomycota_odb10	92.7	92.4	0.3	0.6	6.7	1706	pass
GCA_000350345.1	Fusarium oxysporum f. sp. cubense	fungal	ascomycota_odb10	91.6	91.1	0.5	1.1	7.3	1706	pass
GCA_000260235.2	Fusarium oxysporum	fungal	ascomycota_odb10	99.7	69.3	30.4	0.2	0.1	1706	pass
GCA_000271705.2	Fusarium oxysporum	fungal	ascomycota_odb10	99.8	70.2	29.6	0.1	0.1	1706	pass
GCA_000271745.2	Fusarium oxysporum	fungal	ascomycota_odb10	99.8	71.0	28.8	0.0	0.2	1706	pass
GCA_053754965.1	Fusarium oxysporum f. sp. cubense	fungal	ascomycota_odb10	99.3	98.9	0.4	0.3	0.4	1706	pass
GCA_000260075.2	Fusarium oxysporum	fungal	ascomycota_odb10	99.7	68.9	30.8	0.1	0.2	1706	pass
GCF_900067095.1	Fusarium proliferatum	fungal	ascomycota_odb10	99.8	99.0	0.8	0.0	0.2	1706	pass
GCA_022627135.1	Fusarium proliferatum	fungal	ascomycota_odb10	94.7	94.3	0.4	0.3	5.0	1706	pass
GCA_003615215.1	Fusarium proliferatum	fungal	ascomycota_odb10	99.4	98.6	0.8	0.3	0.3	1706	pass
GCA_017309865.1	Fusarium proliferatum	fungal	ascomycota_odb10	97.9	97.3	0.6	0.5	1.6	1706	pass
GCA_016952305.1	Fusarium pseudograminearum	fungal	ascomycota_odb10	97.7	97.5	0.2	0.3	2.0	1706	pass
GCA_017309895.1	Fusarium proliferatum	fungal	ascomycota_odb10	97.9	97.2	0.7	0.6	1.5	1706	pass
GCA_900067095.1	Fusarium proliferatum	fungal	ascomycota_odb10	99.8	99.0	0.8	0.0	0.2	1706	pass
GCA_017309875.1	Fusarium proliferatum	fungal	ascomycota_odb10	98.1	97.2	0.9	0.5	1.4	1706	pass
GCA_001703955.2	Fusarium pseudograminearum	fungal	ascomycota_odb10	99.1	98.9	0.2	0.3	0.6	1706	pass
GCA_900029915.1	Fusarium proliferatum	fungal	ascomycota_odb10	99.7	98.9	0.8	0.1	0.2	1706	pass
GCA_003290285.1	Fusarium proliferatum	fungal	ascomycota_odb10	98.1	97.5	0.6	0.5	1.4	1706	pass
GCF_000303195.2	Fusarium pseudograminearum	fungal	ascomycota_odb10	99.1	98.9	0.2	0.2	0.7	1706	pass
GCA_000303195.2	Fusarium pseudograminearum	fungal	ascomycota_odb10	99.1	98.9	0.2	0.2	0.7	1706	pass
GCA_041870755.1	Fusarium sambucinum	fungal	ascomycota_odb10	100.0	99.6	0.4	0.0	0.0	1706	pass
GCF_050947815.1	Fusarium sambucinum	fungal	ascomycota_odb10	100.0	99.6	0.4	0.0	0.0	1706	pass
GCA_050947815.1	Fusarium sambucinum	fungal	ascomycota_odb10	100.0	99.6	0.4	0.0	0.0	1706	pass
GCA_003317015.2	Fusarium verticillioides	fungal	ascomycota_odb10	2.0	2.0	0.0	0.1	97.9	1706	fail
GCA_003012315.1	Fusarium sporotrichioides	fungal	ascomycota_odb10	98.9	98.7	0.2	0.2	0.9	1706	pass
GCA_024752415.1	Fusarium pseudograminearum	fungal	ascomycota_odb10	79.4	79.2	0.2	13.1	7.5	1706	pass
GCA_000204055.1	Melampsora laricis-populina	fungal	basidiomycota_odb10	91.2	88.9	2.3	3.4	5.4	1764	pass
GCA_027945525.1	Fusarium solani	fungal	ascomycota_odb10	99.6	95.5	4.1	0.2	0.2	1706	pass
GCF_000204055.1	Melampsora laricis-populina	fungal	basidiomycota_odb10	91.2	88.9	2.3	3.4	5.4	1764	pass
GCF_000143105.1	Leptographium clavigerum	fungal	ascomycota_odb10	94.9	94.7	0.2	1.3	3.8	1706	pass
GCA_008931885.1	Lasiodiplodia theobromae	fungal	ascomycota_odb10	98.4	97.2	1.2	0.7	0.9	1706	pass
GCA_002111425.1	Lasiodiplodia theobromae	fungal	ascomycota_odb10	97.9	97.5	0.4	1.1	1.0	1706	pass
GCA_003316995.2	Fusarium verticillioides	fungal	ascomycota_odb10	98.6	98.2	0.4	0.4	1.0	1706	pass
GCA_003316975.2	Fusarium verticillioides	fungal	ascomycota_odb10	94.7	94.4	0.3	2.9	2.4	1706	pass
GCF_000187405.1	Metarhizium acridum	fungal	ascomycota_odb10	94.9	94.4	0.5	2.5	2.6	1706	pass
GCF_000328475.2	Mycosarcoma maydis	fungal	basidiomycota_odb10	99.4	99.3	0.1	0.3	0.3	1764	pass
GCF_019434415.1	Metarhizium acridum	fungal	ascomycota_odb10	93.5	82.9	10.6	3.6	2.9	1706	pass
GCA_000187405.1	Metarhizium acridum	fungal	ascomycota_odb10	94.9	94.4	0.5	2.5	2.6	1706	pass
GCA_000149555.1	Fusarium verticillioides	fungal	ascomycota_odb10	99.0	75.7	23.3	0.7	0.3	1706	pass
GCA_000183025.1	Moniliophthora perniciosa	fungal	basidiomycota_odb10	11.7	11.7	0.0	21.0	67.3	1764	fail
GCF_000149555.1	Fusarium verticillioides	fungal	ascomycota_odb10	99.0	75.7	23.3	0.7	0.3	1706	pass
GCA_019434415.1	Metarhizium acridum	fungal	ascomycota_odb10	93.5	82.9	10.6	3.6	2.9	1706	pass
GCF_000187425.2	Metarhizium robertsii	fungal	ascomycota_odb10	98.3	97.3	1.0	0.6	1.1	1706	pass
GCA_000591435.1	Metarhizium robertsii	fungal	ascomycota_odb10	99.0	98.1	0.9	0.2	0.8	1706	pass
GCA_000187425.2	Metarhizium robertsii	fungal	ascomycota_odb10	98.3	97.3	1.0	0.6	1.1	1706	pass
GCA_019434395.1	Metarhizium acridum	fungal	ascomycota_odb10	50.2	41.5	8.7	4.3	45.5	1706	pass
GCA_016801405.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.0	97.7	1.3	0.4	0.6	1706	pass
GCA_020557385.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020568045.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020567955.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCF_000146915.1	Parastagonospora nodorum	fungal	ascomycota_odb10	92.6	92.4	0.2	3.4	4.0	1706	pass
GCA_020568055.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020568095.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020568325.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020568415.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.1	0.3	1706	pass
GCA_020568205.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.1	0.3	1706	pass
GCA_020568465.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020568635.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020568705.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020568765.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020568935.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020568775.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020569235.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020568945.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020569145.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020569285.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020569485.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.1	0.3	1706	pass
GCA_020569505.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020569495.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.1	0.3	1706	pass
GCA_020569895.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	98.0	1.5	0.2	0.3	1706	pass
GCA_020569685.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020569515.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020569945.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020570015.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020570045.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020570355.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020570345.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.3	0.2	1706	pass
GCA_020570395.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.1	0.3	1706	pass
GCA_020570405.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.7	99.6	0.1	0.1	0.2	1706	pass
GCA_020570525.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020570415.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.1	0.3	1706	pass
GCA_020570635.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.2	0.3	1706	pass
GCA_020570685.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020570935.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.5	99.4	0.1	0.1	0.4	1706	pass
GCA_020570735.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
GCA_020571295.1	Parastagonospora nodorum	fungal	ascomycota_odb10	99.6	99.5	0.1	0.2	0.2	1706	pass
